age,income,debt_ratio,num_loans,missed_payments,credit_history_years,employment_years,savings,defaulted
49,51533,0.2502,2,5,18,16,38498,0
49,67146,0.2667,4,5,14,14,37974,0
31,50671,0.0831,8,5,7,15,11721,0
52,92051,0.4164,4,5,7,4,11568,1
22,77619,0.1667,8,3,14,23,33106,0
67,70005,0.1382,0,5,15,16,19031,0
34,57628,0.2556,8,2,12,22,19486,0
40,46850,0.3076,4,5,12,6,9576,1
42,69026,0.629,7,1,8,22,41141,0
31,32458,0.414,4,3,16,14,35607,0
47,85687,0.4093,5,1,9,16,18215,0
23,51447,0.1664,7,3,2,11,10319,1
37,61102,0.2917,1,1,14,10,9655,0
64,36807,0.4586,2,0,16,18,21998,0
48,69459,0.1015,8,4,5,10,25801,1
49,45925,0.1292,4,4,5,1,7063,0
41,67984,0.49,4,3,18,14,1326,0
67,70147,0.5197,8,0,18,4,21194,0
36,42047,0.1294,9,2,5,17,32969,0
57,32529,0.3483,2,0,11,28,21107,1
40,85637,0.5373,3,3,13,29,16259,0
26,51154,0.2271,6,0,3,20,3049,0
39,59496,0.272,1,2,17,20,10490,0
25,64709,0.2638,7,3,18,15,33176,0
23,29925,0.2513,4,4,14,3,1201,0
21,64253,0.3778,0,5,12,26,46590,0
58,56982,0.4341,2,0,14,22,21276,0
35,42129,0.3312,8,4,18,9,0,1
54,31869,0.0827,4,4,2,21,27548,0
55,67117,0.1388,7,1,7,1,26753,0
69,77554,0.3013,0,2,15,14,13435,0
45,58571,0.3049,6,5,10,3,34089,1
44,26310,0.2482,6,0,15,28,10702,0
32,33853,0.7727,7,4,17,15,29479,1
38,46357,0.0947,2,4,11,29,19478,0
35,86292,0.1035,0,2,2,26,15746,0
64,50064,0.3089,8,5,18,6,40144,0
36,45628,0.3276,0,5,4,24,34753,0
47,21530,0.0794,5,4,9,24,3388,1
28,41866,0.1436,8,4,17,11,25704,0
66,30341,0.1874,1,4,17,2,48401,0
45,34936,0.6641,3,4,17,16,40533,0
37,57399,0.6147,1,1,16,8,6359,0
49,46976,0.1917,3,1,8,7,43939,0
28,88989,0.5547,1,5,15,22,33950,0
35,76560,0.1747,0,3,1,5,4271,1
47,42822,0.2361,2,0,19,29,23115,0
66,36663,0.6249,7,2,15,14,27164,0
27,82652,0.0273,4,3,9,9,3846,0
23,88200,0.2904,3,1,5,22,30591,0
49,15000,0.3536,4,1,16,26,56446,0
64,56857,0.109,5,1,13,24,40478,0
44,49962,0.165,5,3,16,5,22429,0
23,67982,0.0824,4,1,11,14,15779,0
40,93853,0.3085,5,3,13,29,24925,0
66,45318,0.3715,8,1,6,13,5371,0
35,15000,0.1197,4,4,17,25,12836,0
45,66580,0.0427,5,4,5,18,0,0
50,82799,0.0763,3,0,17,12,26518,0
34,48924,0.4611,2,1,1,13,14937,0
27,40899,0.0734,5,0,5,2,29270,0
37,46254,0.3687,4,3,5,3,21796,1
64,72004,0.1897,3,0,7,25,4837,0
40,45910,0.6095,4,1,16,28,23007,0
56,61575,0.4001,6,3,18,13,9297,0
29,55556,0.3688,0,3,6,13,44831,0
58,53492,0.7042,0,4,2,25,7347,1
68,69025,0.3579,0,3,13,7,12948,0
42,45428,0.2024,1,3,10,9,4796,0
22,46388,0.1266,8,0,11,8,3496,0
44,70952,0.4292,4,5,2,13,20450,1
28,35261,0.0713,8,3,8,7,1317,1
31,37395,0.5249,4,2,19,10,17181,0
33,29793,0.6096,6,5,17,9,26450,1
37,71980,0.243,5,4,16,17,13645,0
28,52895,0.4096,1,4,10,3,0,0
41,28727,0.1376,2,3,5,3,40009,1
38,72076,0.2075,4,0,14,11,23998,0
50,43889,0.5734,3,5,19,17,24178,0
38,37566,0.3095,5,4,4,28,16519,0
66,51086,0.503,7,4,16,7,32163,1
67,84574,0.303,7,2,15,2,34069,0
51,47100,0.1879,2,3,9,17,35569,0
58,66506,0.3292,3,5,3,6,24030,1
52,69541,0.3797,0,4,9,0,0,0
31,63865,0.4894,1,4,18,21,26077,1
65,80421,0.2849,8,4,4,12,24011,0
45,40857,0.426,9,4,19,28,11770,0
53,34133,0.2629,9,0,4,2,7972,0
58,33740,0.5066,1,1,9,28,28145,0
61,52110,0.3827,5,2,1,2,18862,1
28,36059,0.2782,6,0,1,14,14148,0
31,57950,0.1248,5,2,19,20,45086,0
42,56539,0.365,7,4,3,29,30073,1
44,75371,0.3685,8,2,10,18,26518,0
61,60822,0.247,7,3,12,27,38276,0
37,46676,0.2572,4,3,18,3,24955,0
32,63216,0.1677,7,1,14,12,9438,0
66,34396,0.2626,9,1,10,12,14156,0
52,54237,0.6523,9,2,10,14,30979,1
35,61388,0.2701,8,0,18,18,29372,0
36,57586,0.2463,7,0,1,15,26694,0
42,63301,0.0579,1,4,15,6,2934,0
48,42119,0.2193,1,0,8,2,32200,0
40,78040,0.2126,2,1,3,29,19024,0
53,91443,0.4252,6,0,18,25,28999,0
30,22946,0.2632,8,4,9,19,7547,1
60,30688,0.1877,7,3,16,1,49490,0
52,55861,0.3472,8,0,15,17,23712,0
53,49868,0.5211,5,0,5,24,13736,0
22,92928,0.0737,0,1,13,10,29692,0
53,59395,0.126,3,2,7,0,32870,0
53,82850,0.2676,5,3,16,15,29511,0
61,15000,0.151,5,2,7,16,5077,0
33,71283,0.1272,7,4,16,15,37140,1
50,40689,0.15,0,4,13,9,14827,0
53,40369,0.1609,1,2,17,16,19758,0
33,50032,0.4552,1,1,9,29,0,0
46,26508,0.0949,5,5,12,2,13039,0
42,63855,0.3417,6,1,13,17,12944,0
59,58814,0.1412,1,5,9,18,26759,0
22,60323,0.2408,4,5,5,13,12125,1
58,72740,0.2481,5,1,7,20,0,0
59,85295,0.1723,3,5,1,24,23657,0
46,47725,0.3679,0,5,4,1,16243,0
66,64547,0.4922,2,5,4,11,9071,0
35,60859,0.063,9,3,16,10,21312,0
54,62552,0.1861,8,4,5,29,0,1
62,62851,0.7999,5,5,4,16,29306,1
64,86810,0.1303,1,4,6,26,17257,0
69,45806,0.045,8,4,3,5,15990,1
60,24485,0.5718,3,3,8,18,34292,1
31,41042,0.1748,7,4,17,12,11962,0
23,70145,0.2243,9,2,18,6,23879,0
26,55466,0.0535,6,0,18,21,18057,0
29,45648,0.2745,2,3,12,10,68239,0
26,33470,0.2265,7,0,1,6,27325,0
29,59425,0.3846,3,2,12,12,2878,0
59,67890,0.0121,1,1,11,12,46283,0
51,61117,0.1037,4,1,13,20,35644,0
52,49933,0.1885,0,5,3,0,20674,0
61,57932,0.433,7,1,8,29,13440,0
32,57816,0.304,7,3,3,18,104,0
28,58793,0.1407,2,1,17,18,26458,0
28,31313,0.2983,0,3,13,22,9872,0
48,58946,0.5396,3,3,10,14,6800,1
40,46188,0.2809,8,0,17,13,31631,0
67,75812,0.1931,8,1,3,28,43173,0
27,57658,0.6589,0,4,13,2,12855,1
31,71709,0.2564,6,1,6,26,32088,0
40,48964,0.2419,5,1,14,20,23183,0
36,49685,0.0833,6,1,10,19,25382,0
24,84885,0.2759,6,5,16,3,7720,0
26,63726,0.3844,7,4,18,28,16814,1
42,40709,0.3304,7,4,13,6,3550,1
46,72939,0.119,9,3,10,0,1661,1
23,44333,0.3839,1,4,6,22,27774,1
61,59513,0.2677,3,3,10,23,12135,0
62,91733,0.3209,3,0,5,18,6273,0
34,26374,0.41,9,3,6,2,1857,1
31,51484,0.1857,7,1,7,19,0,0
38,63165,0.2377,2,2,11,14,0,0
32,70293,0.2998,2,2,16,12,21664,0
43,30175,0.2693,1,5,12,21,0,0
32,24284,0.1109,0,1,12,13,27069,0
33,76814,0.2679,7,3,5,6,26964,0
